feature_norm,feature_orig,Data Type,Combined_RI,Mean_log_effect,Mean_sd,Mean_sel,min_p_value,max_abs_effect,frailty_abs_coef,adr_abs_coef,readm_abs_coef,score_ri,score_logeff,score_p,score_frailty_abs_coef,score_adr_abs_coef,score_readm_abs_coef,score_max_abs_effect,feature_score
observation_end_reason,observation_end_reason,object,,,,,3.320488551794528e-10,0.3627409060541637,,,,,,0.7102272727272727,,,,0.4034090909090909,0.7102272727272727
tumor_diagnosis_date,tumor_diagnosis_date,object,,,,,,,,,,,,,,,,,
oncology_unit_start_date,oncology_unit_start_date,object,,,,,,,,,,,,,,,,,
tumor_type,tumor_type,object,,,,,,,,,,,,,,,,,
tumor_stage_tnm,tumor_stage_tnm,object,,,,,0.001380019076613232,0.4837415765633226,,,,,,0.17613636363636365,,,,0.4375,0.17613636363636365
tumor_stage_roman,tumor_stage_roman,object,,,,,9.314110573794852e-06,0.2774060685591325,,,,,,0.38636363636363635,,,,0.17613636363636365,0.38636363636363635
histological_grade,histological_grade,object,,,,,,,,,,,,,,,,,
molecular_alterations,molecular_alterations,object,,,,,,,,,,,,,,,,,
mutations_present,mutations_present,object,,,,,,,,,,,,,,,,,
dpyd_genotype_known,dpyd_genotype_known,object,,,,,1.04488166257182e-07,0.2662700596238562,,,,,,0.42613636363636365,,,,0.1590909090909091,0.42613636363636365
dpyd_genotype_type,dpyd_genotype_type,object,,,,,1.231806690573253e-07,0.2809909238413104,,,,,,0.42045454545454547,,,,0.19318181818181818,0.4204545454545455
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgical_intervention,surgical_intervention,object,0.5167552575545483,0.1605201223582646,0.25,0.5,0.0006986985844906232,0.1688723767842398,,,,0.9093567251461988,0.7456140350877193,0.22443181818181818,,,,0.08238636363636363,0.6785761752867017
surgery_date,surgery_date,object,,,,,,,,,,,,,,,,,
surgery_type,surgery_type,object,,,,,,,,,,,,,,,,,
prior_surgery,prior_surgery,object,,,,,,,,,,,,,,,,,
previous number of treatment lines,previous number of treatment lines,int64,,,,,,,,,,,,,,,,,
other surgical intervention,other surgical intervention,int64,,,,,,,,,,,,,,,,,
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
surgery_complications,surgery_complications,object,0.09670226045924792,0.01859749830321054,0.25,0.5,3.401997264052134e-09,0.3110767591931721,,,,0.260233918128655,0.1608187134502924,0.6619318181818182,,,,0.2471590909090909,0.3537014885699097
oncology_treatment_lines_n,oncology_treatment_lines_n,float64,0.05211316280542772,0.01064631617435603,0.25,0.5,5.159490528022821e-05,0.6155837465644206,0.2761110175464812,0.0,0.08373417857618151,0.017543859649122806,0.011695906432748537,0.375,0.3465346534653465,0.4207920792079208,0.8316831683168316,0.7159090909090909,0.2427957269411152
radiotherapy_status,radiotherapy_status,object,,,,,,,,,,,,,,,,,
transfusion_received,transfusion_received,object,1.0,0.196647933183975,0.25,0.5,,,,,,0.9970760233918129,0.8947368421052632,,,,,,0.9663742690058479
transfusions_total_n,transfusions_total_n,int64,0.5826611294890512,0.1077433583375382,0.25,0.5,0.01410723687644309,0.1336583999027666,,,,0.9707602339181286,0.6842105263157895,0.03977272727272727,,,,0.022727272727272728,0.6433602946760841
hypertension,hypertension,object,0.9953946139202979,0.1832788481641829,0.25,0.5,0.00160902518656382,0.1571251664772381,,,,0.9883040935672515,0.8888888888888888,0.16477272727272727,,,,0.028409090909090908,0.7317061593377383
aortic_insufficiency,aortic_insufficiency,object,0.2998975047550311,0.05599400989571175,0.25,0.5,,,,,,0.5497076023391813,0.543859649122807,,,,,,0.547953216374269
dyslipidemia,dyslipidemia,object,0.5185502379972434,0.09601024780804045,0.25,0.5,,,,,,0.9590643274853801,0.672514619883041,,,,,,0.8730994152046783
bph,bph,object,0.5761952588350521,0.1065600215707659,0.25,0.5,,,,,,0.9649122807017544,0.6783625730994152,,,,,,0.8789473684210526
obesity_comorbidity,obesity_comorbidity,object,0.6058406446258614,0.1119855051364969,0.25,0.5,,,,,,0.9766081871345029,0.6900584795321637,,,,,,0.8906432748538011
ischemic_heart_disease,ischemic_heart_disease,object,0.3457589296184024,0.06438723535929702,0.25,0.5,,,,,,0.5555555555555556,0.5497076023391813,,,,,,0.5538011695906433
atrial_fibrillation,atrial_fibrillation,object,0.72010484180437,0.1328973100398975,0.25,0.5,,,,,,0.9824561403508771,0.695906432748538,,,,,,0.8964912280701753
copd,copd,object,0.1901869194057862,0.03591557401367324,0.25,0.5,,,,,,0.4269005847953216,0.23391812865497075,,,,,,0.36900584795321634
asthma,asthma,object,0.177109633993197,0.03352226405336323,0.25,0.5,,,,,,0.42105263157894735,0.22807017543859648,,,,,,0.36315789473684207
diabetes_type_ii,diabetes_type_ii,object,0.07797222967051902,0.01537885510273078,0.25,0.5,,,,,,0.21052631578947367,0.017543859649122806,,,,,,0.1526315789473684
gastroesophageal_reflux_full,gastroesophageal_reflux_full,object,,,,,,,,,,,,,,,,,
hypertensive_heart_disease,hypertensive_heart_disease,object,0.01204547080266982,0.003313417691883586,0.25,0.5,,,,,,0.005847953216374269,0.005847953216374269,,,,,,0.005847953216374269
renal_insufficiency,renal_insufficiency,object,0.2895496227046901,0.05410021554942081,0.25,0.5,,,,,,0.543859649122807,0.4444444444444444,,,,,,0.5140350877192983
depressive_syndrome,depressive_syndrome,object,0.3940986426720536,0.07323401915881993,0.25,0.5,,,,,,0.6549707602339181,0.6491228070175439,,,,,,0.6532163742690058
anemia_comorbidity,anemia_comorbidity,object,0.1463153840916794,0.02788652370784564,0.25,0.5,,,,,,0.40350877192982454,0.21052631578947367,,,,,,0.34561403508771926
psychiatric_disorders,psychiatric_disorders,object,,,,,,,,,,,,,,,,,
other_comorbidities,other_comorbidities,object,0.3951848562836957,0.07343281009851026,0.25,0.5,0.06469256448017147,0.09202438790064278,,,,0.6666666666666666,0.6608187134502924,0.017045454545454544,,,,0.011363636363636364,0.47980747322852585
cardiovascular_disorders,cardiovascular_disorders,object,0.2872306453546975,0.05367581312840095,0.25,0.5,,,,,,0.5380116959064327,0.43859649122807015,,,,,,0.508187134502924
gastrointestinal_disorders,gastrointestinal_disorders,object,0.167756914052514,0.03181059706103177,0.25,0.5,,,,,,0.4152046783625731,0.2222222222222222,,,,,,0.3573099415204678
cerebrovascular_disorders,cerebrovascular_disorders,object,0.3946413832588929,0.07333334760592229,0.25,0.5,,,,,,0.6608187134502924,0.6549707602339181,,,,,,0.65906432748538
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
ordinary_hospitalizations_n,ordinary_hospitalizations_n,int64,0.06310943569553383,0.04933550683198838,0.25,0.5,2.487951590621609e-17,2.40340736808242,7.450246454284992,0.0,1.128124412810054,0.06725146198830409,0.3830409356725146,0.9460227272727273,0.9257425742574258,0.4207920792079208,0.9257425742574258,0.8607954545454546,0.4974264202736064
death_during_observation,death_during_observation,object,0.1553118800815078,0.3697594908310529,0.25,0.5,1.972941598622705e-19,0.4490573981555884,,,,0.4093567251461988,0.9005847953216374,1.0,,,,0.42613636363636365,0.683375104427736
adr_left,adr_left,object,,,,,,,,,,,,,,,,,
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
adr_n_tot,adr_n_tot,int64,0.2699860523925628,0.05416425151028611,0.25,0.5,1.506541923166e-08,0.5001780527836462,0.0,0.0,0.07533084287701758,0.4824561403508772,0.49415204678362573,0.4744318181818182,0.08415841584158416,0.4207920792079208,0.7475247524752475,0.48579545454545453,0.4631163445291898
